"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"9667","Tampa, FL","Chicago, IL","Blue",78,"Male",2,2006,32,0.0448,"Personal Travel",1,0,65,"Eco",20,"3/20/14","WN","Cheapseats Airlines Inc.","Illinois","Florida",19,37,21,"No",121,997,5,-87.8954,41.8271,-82.5132,28.0062,NA
"9668","Boston, MA","Los Angeles, CA","Blue",26,"Male",1,2004,10,0.4444,"Business travel",1,10,85,"Eco",20,"3/20/14","OU","Oursin Airlines Inc.","California","Massachusetts",8,0,0,"No",293,2611,10,-118.1043,33.9827,-71.1407,42.3731,NA
"9669","Milwaukee, WI","Detroit, MI","Silver",49,"Female",1,2011,4,0.4286,"Mileage tickets",3,0,55,"Eco",28,"1/28/14","DL","Sigma Airlines Inc.","Michigan","Wisconsin",17,0,0,"No",45,237,9,-83.2276,42.49,-88.1005,43.0557,NA
"9670","San Diego, CA","Charlotte, NC","Silver",43,"Female",1,2008,20,-0.3793,"Business travel",1,0,115,"Eco",12,"2/12/14","US","Southeast Airlines Co.","North Carolina","California",18,1,5,"No",280,2077,9,-80.8158,35.2497,-117.1288,32.9287,NA
"9671","Salt Lake City, UT","Phoenix, AZ","Blue",33,"Male",1,2003,32,-0.7297,"Mileage tickets",0,30,20,"Eco",2,"3/2/14","OO","Northwest Business Airlines Inc.","Arizona","Utah",8,25,24,"No",82,507,8,-111.97,33.4941,-111.9295,40.6408,NA
"9672","Los Angeles, CA","Las Vegas, NV","Gold",33,"Female",1,2009,34,-0.0625,"Business travel",2,45,75,"Eco",15,"3/15/14","OO","Northwest Business Airlines Inc.","Nevada","California",19,0,14,"No",41,236,10,-115.1672,36.1349,-118.1043,33.9827,NA
"9673","Atlanta, GA","Minneapolis, MN","Gold",54,"Male",1,2012,6,0.25,"Business travel",0,10,75,"Eco",30,"1/30/14","DL","Sigma Airlines Inc.","Minnesota","Georgia",5,108,132,"No",114,907,10,-93.2798,44.9782,-84.3319,33.8241,NA
"9674","Baltimore, MD","Phoenix, AZ","Blue",56,"Female",1,2008,33,-0.1186,"Personal Travel",3,0,50,"Eco",25,"1/25/14","WN","Cheapseats Airlines Inc.","Arizona","Maryland",8,3,0,"No",226,1999,4,-111.97,33.4941,-76.6478,39.2341,NA
"9675","Boston, MA","Charlotte, NC","Silver",67,"Male",1,2012,31,-0.55,"Personal Travel",0,0,195,"Eco",24,"1/24/14","US","Southeast Airlines Co.","North Carolina","Massachusetts",22,0,0,"No",98,728,8,-80.8158,35.2497,-71.1407,42.3731,NA
"9676","Seattle, WA","Washington, DC","Blue",71,"Male",2,2004,26,-0.8571,"Personal Travel",0,0,35,"Eco",28,"1/28/14","OU","Oursin Airlines Inc.","Virginia","Washington",8,0,0,"No",320,2306,7,-77.1897,38.8974,-122.2747,47.4684,NA
"9677","Atlanta, GA","Pittsburgh, PA","Blue",70,"Female",1,2009,30,-0.7143,"Personal Travel",0,0,60,"Eco",10,"3/10/14","DL","Sigma Airlines Inc.","Pennsylvania","Georgia",12,10,0,"No",72,526,4,-79.951,40.457,-84.3319,33.8241,NA
"9678","Peoria, IL","Chicago, IL","Platinum",46,"Male",1,2009,8,-0.2308,"Business travel",1,155,120,"Eco",9,"2/9/14","EV","FlyFast Airways Inc.","Illinois","Illinois",17,10,7,"No",31,130,9,-87.8954,41.8271,-89.5853,40.7018,NA
"9679","Las Vegas, NV","Charlotte, NC","Blue",58,"Female",2,2006,47,-0.6491,"Personal Travel",0,0,50,"Eco",4,"3/4/14","US","Southeast Airlines Co.","North Carolina","Nevada",18,0,0,"No",264,1916,4,-80.8158,35.2497,-115.1672,36.1349,NA
"9680","Milwaukee, WI","Houston, TX","Blue",55,"Male",1,2007,6,-0.7143,"Business travel",1,0,20,"Eco",24,"1/24/14","OO","Northwest Business Airlines Inc.","Texas","Wisconsin",18,0,17,"No",139,984,2,-95.3935,29.7843,-88.1005,43.0557,NA
"9681","Los Angeles, CA","Austin, TX","Blue",28,"Female",2,2005,12,0.1111,"Business travel",2,0,30,"Eco",28,"3/28/14","WN","Cheapseats Airlines Inc.","Texas","California",17,25,24,"No",180,1242,7,-97.7615,30.3585,-118.1043,33.9827,NA
"9682","Detroit, MI","Providence, RI","Silver",31,"Male",3,2003,17,-0.3077,"Personal Travel",1,65,5,"Eco",25,"3/25/14","EV","FlyFast Airways Inc.","Rhode Island","Michigan",12,11,15,"No",120,615,4,-71.3974,41.7763,-83.2276,42.49,NA
"9683","Sioux Falls, SD","Minneapolis, MN","Blue",30,"Female",1,2003,8,0.4286,"Business travel",2,0,20,"Eco",28,"1/28/14","OO","Northwest Business Airlines Inc.","Minnesota","South Dakota",17,0,0,"No",36,196,7,-93.2798,44.9782,-96.7356,43.5335,NA
"9684","San Francisco, CA","Santa Barbara, CA","Blue",80,"Female",2,2003,21,-0.9091,"Personal Travel",0,60,90,"Eco Plus",9,"1/9/14","OO","Northwest Business Airlines Inc.","California","California",5,4,16,"No",69,262,5,-119.7241,34.4275,-122.1585,37.6712,NA
"9685","San Antonio, TX","Atlanta, GA","Blue",39,"Male",1,2003,4,0.2,"Business travel",0,0,30,"Eco",14,"2/14/14","FL","FlyHere Airways","Georgia","Texas",8,4,0,"No",130,874,9,-84.3319,33.8241,-98.4754,29.5144,NA
"9686","Minneapolis, MN","Phoenix, AZ","Blue",50,"Female",1,2011,13,-0.1304,"Business travel",1,5,30,"Eco",27,"1/27/14","DL","Sigma Airlines Inc.","Arizona","Minnesota",14,0,0,"No",162,1276,7,-111.97,33.4941,-93.2798,44.9782,NA
"9687","San Francisco, CA","Reno, NV","Blue",55,"Male",2,2004,8,-0.0667,"Business travel",1,50,15,"Eco",8,"3/8/14","OO","Northwest Business Airlines Inc.","Nevada","California",12,0,0,"No",45,192,4,-119.7959,39.5326,-122.1585,37.6712,NA
"9688","Atlanta, GA","Sacramento, CA","Blue",17,"Male",2,2012,28,-0.6,"Personal Travel",1,37,3,"Eco Plus",18,"1/18/14","DL","Sigma Airlines Inc.","California","Georgia",12,0,9,"No",240,2092,3,-121.3247,38.6386,-84.3319,33.8241,NA
"9689","Anchorage, AK","Bethel, AK","Blue",15,"Female",1,2006,7,-0.0769,"Mileage tickets",1,0,30,"Eco Plus",8,"1/8/14","AS","FlyToSun Airlines Inc.","Alaska","Alaska",13,0,0,"No",56,399,9,-161.7825,60.7949,-149.8472,61.1679,NA
"9690","Orlando, FL","New York, NY","Gold",47,"Female",2,2010,13,-0.1304,"Business travel",1,152,60,"Eco",5,"3/5/14","B6","OnlyJets Airlines Inc.","New York","Florida",8,0,15,"No",155,944,10,-73.9702,40.7184,-81.4112,28.5844,NA
"9691","Los Angeles, CA","Philadelphia, PA","Silver",36,"Female",1,2008,24,-0.5,"Personal Travel",1,135,2,"Eco",2,"2/2/14","US","Southeast Airlines Co.","Pennsylvania","California",7,13,56,"No",365,2402,6,-75.2984,39.9733,-118.1043,33.9827,NA
"9692","Atlanta, GA","Dayton, OH","Blue",29,"Female",1,2007,7,0.125,"Business travel",1,30,35,"Eco",19,"3/19/14","FL","FlyHere Airways","Ohio","Georgia",8,10,32,"No",81,432,8,-84.1671,39.7549,-84.3319,33.8241,NA
"9693","St. Louis, MO","Chicago, IL","Silver",44,"Female",2,2012,39,-0.9024,"Mileage tickets",0,0,30,"Eco",28,"2/28/14","EV","FlyFast Airways Inc.","Illinois","Missouri",7,0,0,"No",48,258,7,-87.8954,41.8271,-90.3409,38.6307,NA
"9694","Atlanta, GA","Columbus, OH","Blue",33,"Female",1,2007,11,0.2414,"Business travel",3,150,80,"Eco",23,"2/23/14","FL","FlyHere Airways","Ohio","Georgia",6,0,0,"No",70,447,5,-82.9685,40.0212,-84.3319,33.8241,NA
"9695","Las Vegas, NV","Albuquerque, NM","Silver",45,"Male",1,2008,4,0.1111,"Business travel",2,0,60,"Eco",19,"3/19/14","WN","Cheapseats Airlines Inc.","New Mexico","Nevada",17,7,14,"No",77,486,10,-106.6281,35.1434,-115.1672,36.1349,NA
"9696","Detroit, MI","Washington, DC","Platinum",45,"Male",1,2009,19,-0.3571,"Business travel",1,0,35,"Eco",11,"3/11/14","DL","Sigma Airlines Inc.","Virginia","Michigan",12,0,0,"No",67,405,4,-77.1897,38.8974,-83.2276,42.49,NA
"9697","Los Angeles, CA","Charlotte, NC","Silver",35,"Male",1,2003,6,-0.0909,"Business travel",0,0,60,"Eco",17,"2/17/14","US","Southeast Airlines Co.","North Carolina","California",7,0,0,"No",308,2125,9,-80.8158,35.2497,-118.1043,33.9827,NA
"9698","Las Vegas, NV","Chicago, IL","Platinum",31,"Male",1,2009,4,0.3333,"Personal Travel",0,0,90,"Eco",11,"1/11/14","WN","Cheapseats Airlines Inc.","Illinois","Nevada",15,0,0,"No",219,1521,10,-87.8954,41.8271,-115.1672,36.1349,NA
"9699","San Jose, CA","Los Angeles, CA","Silver",38,"Female",1,2004,6,0.0769,"Business travel",2,0,60,"Eco",20,"1/20/14","WN","Cheapseats Airlines Inc.","California","California",9,0,0,"No",45,308,9,-118.1043,33.9827,-121.9451,37.3298,NA
"9700","San Juan, PR","Charlotte, NC","Silver",73,"Male",1,2012,34,-0.7895,"Personal Travel",0,0,165,"Eco Plus",3,"1/3/14","US","Southeast Airlines Co.","North Carolina","Puerto Rico",8,0,0,"No",191,1475,7,-80.8158,35.2497,-66.1162,18.2882,NA
"9701","Chicago, IL","Minneapolis, MN","Blue",70,"Male",1,2008,5,-0.25,"Business travel",0,0,150,"Eco",4,"2/4/14","WN","Cheapseats Airlines Inc.","Minnesota","Illinois",14,0,0,"No",71,349,7,-93.2798,44.9782,-87.8954,41.8271,NA
"9702","Savannah, GA","Atlanta, GA","Silver",41,"Male",1,2003,12,-0.6,"Business travel",0,25,95,"Eco",5,"1/5/14","EV","FlyFast Airways Inc.","Georgia","Georgia",11,0,0,"No",37,214,9,-84.3319,33.8241,-81.1517,32.0449,NA
"9703","Chicago, IL","Des Moines, IA","Silver",39,"Female",1,2011,7,0.3,"Business travel",1,0,10,"Eco",9,"1/9/14","MQ","EnjoyFlying Air Services","Iowa","Illinois",8,15,7,"No",51,299,8,-93.6561,41.6194,-87.8954,41.8271,NA
"9704","Houston, TX","Aspen, CO","Blue",17,"Male",2,2009,32,-0.641,"Personal Travel",4,0,30,"Eco",20,"3/20/14","OO","Northwest Business Airlines Inc.","Colorado","Texas",11,13,0,"No",111,913,7,-106.8403,39.1993,-95.3935,29.7843,NA
"9705","Chicago, IL","San Antonio, TX","Gold",27,"Female",1,2003,3,-0.5,"Business travel",0,50,70,"Eco",29,"3/29/14","WN","Cheapseats Airlines Inc.","Texas","Illinois",16,0,0,"No",135,1036,7,-98.4754,29.5144,-87.8954,41.8271,NA
"9706","Los Angeles, CA","Phoenix, AZ","Blue",38,"Male",2,2007,31,-0.6316,"Business travel",1,0,170,"Business",31,"3/31/14","OO","Northwest Business Airlines Inc.","Arizona","California",9,17,35,"No",71,370,9,-111.97,33.4941,-118.1043,33.9827,NA
"9707","Atlanta, GA","San Diego, CA","Gold",46,"Male",2,2003,23,-0.84,"Business travel",3,0,30,"Eco",17,"1/17/14","DL","Sigma Airlines Inc.","California","Georgia",11,5,15,"No",224,1892,9,-117.1288,32.9287,-84.3319,33.8241,NA
"9708","Houston, TX","Savannah, GA","Blue",19,"Female",1,2011,2,0.6667,"Business travel",1,65,20,"Eco",5,"3/5/14","EV","FlyFast Airways Inc.","Georgia","Texas",13,65,74,"No",141,851,6,-81.1517,32.0449,-95.3935,29.7843,NA
"9709","Chicago, IL","Evansville, IN","Blue",85,"Male",1,2005,48,-0.7143,"Personal Travel",0,0,130,"Eco",23,"1/23/14","MQ","EnjoyFlying Air Services","Indiana","Illinois",18,0,10,"No",55,273,2,-87.5374,37.9785,-87.8954,41.8271,NA
"9710","Charlotte, NC","Tampa, FL","Blue",17,"Male",2,2010,11,-0.0476,"Business travel",1,0,90,"Eco",20,"1/20/14","US","Southeast Airlines Co.","Florida","North Carolina",13,0,0,"No",77,507,10,-82.5132,28.0062,-80.8158,35.2497,NA
"9711","Denver, CO","Los Angeles, CA","Silver",35,"Male",1,2008,22,-0.76,"Business travel",0,15,420,"Eco",15,"2/15/14","F9","GoingNorth Airlines Inc.","California","Colorado",18,5,0,"No",104,862,8,-118.1043,33.9827,-104.9551,39.7108,NA
"9712","Portland, OR","Washington, DC","Blue",48,"Female",1,2011,18,-0.5,"Business travel",1,0,90,"Eco Plus",28,"1/28/14","AS","FlyToSun Airlines Inc.","Virginia","Oregon",17,0,0,"No",333,2350,9,-77.1897,38.8974,-122.6511,45.5204,NA
"9713","St. Louis, MO","Washington, DC","Silver",31,"Female",1,2003,5,0.863,"Personal Travel",3,30,35,"Eco",25,"3/25/14","MQ","EnjoyFlying Air Services","Virginia","Missouri",10,193,205,"No",105,719,7,-77.1897,38.8974,-90.3409,38.6307,NA
"9714","Austin, TX","Cleveland, OH","Blue",17,"Female",1,2010,13,-0.8571,"Personal Travel",1,60,70,"Eco Plus",17,"2/17/14","OO","Northwest Business Airlines Inc.","Ohio","Texas",8,0,0,"No",175,1174,4,-81.6054,41.4436,-97.7615,30.3585,NA
"9715","Las Vegas, NV","Houston, TX","Blue",70,"Female",4,2007,5,0.0909,"Personal Travel",0,0,25,"Business",11,"1/11/14","OU","Oursin Airlines Inc.","Texas","Nevada",17,16,0,"No",158,1222,6,-95.3935,29.7843,-115.1672,36.1349,NA
"9716","Tampa, FL","New York, NY","Gold",40,"Male",1,2003,24,-0.2632,"Business travel",1,32,75,"Eco",22,"1/22/14","DL","Sigma Airlines Inc.","New York","Florida",11,23,0,"No",147,1010,9,-73.9702,40.7184,-82.5132,28.0062,NA
"9717","Little Rock, AR","Chicago, IL","Blue",67,"Male",0,2004,75,-0.8519,"Personal Travel",0,22,20,"Eco",12,"3/12/14","EV","FlyFast Airways Inc.","Illinois","Arkansas",20,108,95,"No",75,552,2,-87.8954,41.8271,-92.3212,34.7566,NA
"9718","Las Vegas, NV","Chicago, IL","Blue",43,"Female",1,2003,6,0.4545,"Business travel",1,0,50,"Business",15,"2/15/14","WN","Cheapseats Airlines Inc.","Illinois","Nevada",14,0,7,"No",229,1521,9,-87.8954,41.8271,-115.1672,36.1349,NA
"9719","Washington, DC","New York, NY","Blue",62,"Female",0,2007,18,-0.5652,"Business travel",0,0,50,"Eco",28,"2/28/14","MQ","EnjoyFlying Air Services","New York","Virginia",8,0,0,"No",48,213,7,-73.9702,40.7184,-77.1897,38.8974,NA
"9720","Denver, CO","Minneapolis, MN","Silver",42,"Male",1,2011,16,-0.5238,"Business travel",2,0,80,"Eco",6,"2/6/14","WN","Cheapseats Airlines Inc.","Minnesota","Colorado",6,77,75,"No",109,680,10,-93.2798,44.9782,-104.9551,39.7108,NA
"9721","Tulsa, OK","Dallas, TX","Blue",40,"Male",1,2003,24,-0.6552,"Mileage tickets",1,40,60,"Eco",12,"1/12/14","WN","Cheapseats Airlines Inc.","Texas","Oklahoma",17,0,0,"No",39,237,1,-96.972,32.8127,-95.9013,36.1054,NA
"9722","Washington, DC","Atlanta, GA","Platinum",49,"Male",1,2009,8,0.2,"Business travel",2,0,60,"Eco",23,"3/23/14","DL","Sigma Airlines Inc.","Georgia","Virginia",17,13,11,"No",73,547,2,-84.3319,33.8241,-77.1897,38.8974,NA
"9723","Medford, OR","San Francisco, CA","Blue",40,"Male",1,2010,31,-0.3191,"Personal Travel",1,425,15,"Eco",20,"1/20/14","OO","Northwest Business Airlines Inc.","California","Oregon",15,3,0,"No",68,329,6,-122.1585,37.6712,-122.8442,42.3364,NA
"9724","Richmond, VA","Charlotte, NC","Silver",26,"Male",1,2012,19,-0.4615,"Business travel",0,10,35,"Eco",12,"3/12/14","US","Southeast Airlines Co.","North Carolina","Virginia",20,0,6,"No",43,257,8,-80.8158,35.2497,-77.488,37.4779,NA
"9725","Orlando, FL","Atlanta, GA","Gold",39,"Female",1,2009,5,-0.25,"Business travel",1,120,170,"Eco",20,"3/20/14","DL","Sigma Airlines Inc.","Georgia","Florida",19,0,0,"No",55,404,9,-84.3319,33.8241,-81.4112,28.5844,NA
"9726","San Francisco, CA","Fresno, CA","Blue",15,"Female",2,2010,9,-0.2857,"Personal Travel",3,0,35,"Eco",14,"2/14/14","OO","Northwest Business Airlines Inc.","California","California",6,4,3,"No",40,158,4,-119.7611,36.7878,-122.1585,37.6712,NA
"9727","Dallas, TX","New Orleans, LA","Blue",18,"Male",2,2008,24,-0.8462,"Personal Travel",1,0,15,"Eco",7,"3/7/14","WN","Cheapseats Airlines Inc.","Louisiana","Texas",15,2,0,"No",74,436,3,-90.1437,29.9547,-96.972,32.8127,NA
"9728","Tampa, FL","Houston, TX","Blue",59,"Female",1,2004,19,-0.5833,"Business travel",0,0,90,"Eco",3,"2/3/14","WN","Cheapseats Airlines Inc.","Texas","Florida",17,8,11,"No",104,781,5,-95.3935,29.7843,-82.5132,28.0062,NA
"9729","Los Angeles, CA","Tucson, AZ","Blue",74,"Female",1,2007,53,-0.7966,"Personal Travel",0,0,50,"Eco",25,"3/25/14","OO","Northwest Business Airlines Inc.","Arizona","California",5,6,11,"No",71,451,4,-110.9461,32.2549,-118.1043,33.9827,NA
"9730","Los Angeles, CA","Phoenix, AZ","Gold",62,"Male",1,2004,17,-0.3077,"Mileage tickets",0,225,140,"Eco",12,"1/12/14","OO","Northwest Business Airlines Inc.","Arizona","California",15,0,0,"No",59,370,9,-111.97,33.4941,-118.1043,33.9827,NA
"9731","Los Angeles, CA","Atlanta, GA","Gold",53,"Female",1,2011,41,-0.7826,"Personal Travel",1,0,30,"Eco",22,"2/22/14","DL","Sigma Airlines Inc.","Georgia","California",21,29,0,"No",259,1947,7,-84.3319,33.8241,-118.1043,33.9827,NA
"9732","Minneapolis, MN","Rhinelander, WI","Blue",24,"Female",2,2004,9,0.4857,"Business travel",1,60,60,"Eco",18,"1/18/14","OO","Northwest Business Airlines Inc.","Wisconsin","Minnesota",7,0,3,"No",42,190,10,-89.4324,45.6455,-93.2798,44.9782,NA
"9733","Fayetteville, AR","Chicago, IL","Blue",79,"Male",1,2010,38,-0.5833,"Business travel",0,0,60,"Eco",24,"1/24/14","MQ","EnjoyFlying Air Services","Illinois","Arkansas",17,123,162,"No",74,522,4,-87.8954,41.8271,-94.1798,36.2674,NA
"9734","Boston, MA","Atlanta, GA","Blue",40,"Female",2,2007,7,0.3333,"Business travel",1,25,40,"Eco",10,"2/10/14","DL","Sigma Airlines Inc.","Georgia","Massachusetts",8,0,0,"No",104,946,7,-84.3319,33.8241,-71.1407,42.3731,NA
"9735","Boston, MA","Chicago, IL","Gold",32,"Female",1,2012,9,0.1429,"Business travel",2,0,38,"Eco",31,"1/31/14","OU","Oursin Airlines Inc.","Illinois","Massachusetts",9,0,0,"No",94,867,9,-87.8954,41.8271,-71.1407,42.3731,NA
"9736","Charlotte, NC","Chicago, IL","Silver",25,"Female",1,2003,6,0.7391,"Business travel",2,90,60,"Eco",21,"2/21/14","US","Southeast Airlines Co.","Illinois","North Carolina",5,NA,NA,"Yes",NA,599,10,-87.8954,41.8271,-80.8158,35.2497,NA
"9737","Los Angeles, CA","San Antonio, TX","Blue",44,"Male",1,2008,20,-0.6667,"Business travel",0,0,75,"Eco",3,"3/3/14","OO","Northwest Business Airlines Inc.","Texas","California",6,6,0,"No",177,1211,3,-98.4754,29.5144,-118.1043,33.9827,NA
"9738","New York, NY","San Juan, PR","Blue",70,"Female",2,2003,8,-0.0667,"Business travel",0,10,60,"Eco Plus",14,"3/14/14","B6","OnlyJets Airlines Inc.","Puerto Rico","New York",20,0,5,"No",224,1598,9,-66.1162,18.2882,-73.9702,40.7184,NA
"9739","Minneapolis, MN","Madison, WI","Silver",51,"Female",1,2005,10,-0.8182,"Business travel",1,10,103,"Eco",19,"2/19/14","DL","Sigma Airlines Inc.","Wisconsin","Minnesota",15,0,0,"No",60,228,10,-89.4299,43.0874,-93.2798,44.9782,NA
"9740","Buffalo, NY","Orlando, FL","Blue",73,"Male",2,2003,34,-0.7436,"Personal Travel",0,0,60,"Eco",16,"2/16/14","WN","Cheapseats Airlines Inc.","Florida","New York",11,12,17,"No",142,1011,5,-81.4112,28.5844,-78.8237,42.9249,NA
"9741","Chicago, IL","Houston, TX","Blue",16,"Female",3,2006,25,-0.6129,"Mileage tickets",3,0,15,"Eco",15,"1/15/14","OU","Oursin Airlines Inc.","Texas","Illinois",6,0,0,"No",131,925,6,-95.3935,29.7843,-87.8954,41.8271,NA
"9742","San Francisco, CA","Los Angeles, CA","Blue",74,"Female",2,2003,20,-0.6667,"Personal Travel",0,0,0,"Business",7,"3/7/14","OU","Oursin Airlines Inc.","California","California",22,0,0,"No",54,337,3,-118.1043,33.9827,-122.1585,37.6712,NA
"9743","San Francisco, CA","Charlotte, NC","Silver",41,"Male",1,2008,8,-0.4545,"Mileage tickets",2,30,10,"Eco",11,"3/11/14","US","Southeast Airlines Co.","North Carolina","California",16,0,0,"No",322,2296,8,-80.8158,35.2497,-122.1585,37.6712,NA
"9744","San Diego, CA","Kahului, HI","Blue",85,"Female",2,2011,15,-0.6667,"Personal Travel",0,0,130,"Eco Plus",10,"3/10/14","AS","FlyToSun Airlines Inc.","Hawaii","California",15,0,0,"No",281,2541,8,-156.4779,20.8864,-117.1288,32.9287,NA
"9745","Boston, MA","San Francisco, CA","Platinum",54,"Female",1,2011,11,-0.4667,"Business travel",0,30,25,"Eco",9,"1/9/14","VX","Cool&Young Airlines Inc.","California","Massachusetts",9,0,0,"No",309,2704,10,-122.1585,37.6712,-71.1407,42.3731,NA
"9746","Chicago, IL","Miami, FL","Silver",76,"Female",1,2008,3,0.25,"Business travel",0,60,60,"Eco",28,"2/28/14","AA","Paul Smith Airlines Inc.","Florida","Illinois",8,4,1,"No",171,1197,9,-80.2314,26.1756,-87.8954,41.8271,NA
"9747","Albany, NY","Atlanta, GA","Blue",25,"Male",1,2006,26,-0.5294,"Mileage tickets",4,0,30,"Eco",7,"2/7/14","EV","FlyFast Airways Inc.","Georgia","New York",9,0,0,"No",99,853,4,-84.3319,33.8241,-73.7994,42.7439,NA
"9748","Milwaukee, WI","Denver, CO","Silver",38,"Female",1,2006,6,0.6129,"Business travel",4,50,20,"Eco",29,"3/29/14","F9","GoingNorth Airlines Inc.","Colorado","Wisconsin",18,11,1,"No",105,896,9,-104.9551,39.7108,-88.1005,43.0557,NA
"9749","Atlanta, GA","Philadelphia, PA","Silver",67,"Male",2,2005,30,-0.6216,"Personal Travel",0,105,0,"Business",3,"2/3/14","US","Southeast Airlines Co.","Pennsylvania","Georgia",16,104,101,"No",112,666,6,-75.2984,39.9733,-84.3319,33.8241,NA
"9750","Seattle, WA","Atlanta, GA","Blue",50,"Male",1,2008,52,-0.8246,"Mileage tickets",0,0,70,"Business",8,"2/8/14","DL","Sigma Airlines Inc.","Georgia","Washington",9,0,11,"No",321,2182,9,-84.3319,33.8241,-122.2747,47.4684,NA
"9751","Portland, OR","Klamath Falls, OR","Blue",22,"Male",0,2008,53,-0.7966,"Business travel",0,0,50,"Eco",31,"3/31/14","OO","Northwest Business Airlines Inc.","Oregon","Oregon",5,0,0,"No",53,241,9,-121.7563,42.2076,-122.6511,45.5204,NA
"9752","Fargo, ND","Denver, CO","Silver",43,"Female",1,2004,8,0.1579,"Business travel",1,0,45,"Eco",30,"1/30/14","OO","Northwest Business Airlines Inc.","Colorado","North Dakota",19,0,29,"No",77,627,10,-104.9551,39.7108,-96.8207,46.8625,NA
"9753","Las Vegas, NV","Phoenix, AZ","Blue",62,"Female",2,2006,26,-0.8571,"Business travel",0,0,130,"Eco",21,"2/21/14","WN","Cheapseats Airlines Inc.","Arizona","Nevada",15,113,107,"No",48,255,5,-111.97,33.4941,-115.1672,36.1349,NA
"9754","Denver, CO","Portland, OR","Blue",49,"Female",1,2010,11,-0.4667,"Business travel",0,0,65,"Eco",13,"2/13/14","OU","Oursin Airlines Inc.","Oregon","Colorado",15,30,9,"No",108,991,9,-122.6511,45.5204,-104.9551,39.7108,NA
"9755","San Francisco, CA","Denver, CO","Blue",28,"Female",1,2010,5,0.5652,"Personal Travel",2,25,30,"Eco",21,"3/21/14","OU","Oursin Airlines Inc.","Colorado","California",17,0,0,"No",137,967,7,-104.9551,39.7108,-122.1585,37.6712,NA
"9756","Philadelphia, PA","Orlando, FL","Blue",51,"Male",1,2012,1,0.5,"Business travel",0,0,10,"Eco",10,"3/10/14","US","Southeast Airlines Co.","Florida","Pennsylvania",14,43,40,"No",125,861,9,-81.4112,28.5844,-75.2984,39.9733,NA
"9757","New York, NY","Minneapolis, MN","Silver",64,"Male",2,2010,8,-0.3333,"Personal Travel",0,0,75,"Eco",15,"2/15/14","MQ","EnjoyFlying Air Services","Minnesota","New York",14,0,31,"No",125,1020,8,-93.2798,44.9782,-73.9702,40.7184,NA
"9758","Cincinnati, OH","Houston, TX","Blue",18,"Female",1,2005,24,-0.5,"Business travel",1,0,36,"Eco Plus",16,"3/16/14","EV","FlyFast Airways Inc.","Texas","Kentucky",19,45,41,"No",110,871,2,-95.3935,29.7843,-84.462,39.1855,NA
"9759","Chicago, IL","Seattle, WA","Blue",80,"Female",1,2007,50,-0.8182,"Personal Travel",0,0,30,"Eco",21,"3/21/14","AS","FlyToSun Airlines Inc.","Washington","Illinois",12,20,5,"No",188,1721,7,-122.2747,47.4684,-87.8954,41.8271,NA
"9760","Miami, FL","Philadelphia, PA","Silver",68,"Female",1,2011,21,-0.3548,"Personal Travel",0,180,240,"Eco",13,"1/13/14","AA","Paul Smith Airlines Inc.","Pennsylvania","Florida",12,0,0,"No",138,1013,6,-75.2984,39.9733,-80.2314,26.1756,NA
