Destination.City,Origin.City,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,Flights.Per.Year,Loyalty,Type.of.Travel,Total.Freq.Flyer.Accts,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Partner.Code,Partner.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Likelihood.to.recommend,olong,olat,dlong,dlat
Houston,Los Angeles,Silver,26,Male,2,2011,0,1,Business travel,0,0,60,Eco,1,02-01-14,WN,Cheapseats Airlines Inc.,California,Texas,15,6,0,No,156,1390,9,-118.1043,33.9827,-95.3935,29.7843
Denver,New York,Silver,29,Female,1,2012,22,0.1373,Personal Travel,1,0,30,Eco,13,2/13/14,OU,Oursin Airlines Inc.,New York,Colorado,11,0,0,Yes,94,1620,9,-73.9702,40.7184,-104.9551,39.7108
San Francisco,Los Angeles,Silver,50,Male,1,2003,6,-0.7143,Business travel,2,0,20,Eco,24,3/24/14,OU,Oursin Airlines Inc.,California,California,11,0,0,No,51,337,8,-118.1043,33.9827,-122.1585,37.6712
Las Vegas,Atlanta,Gold,53,Female,1,2008,12,-0.4118,Business travel,0,30,80,Business,6,01-06-14,DL,Sigma Airlines Inc.,Georgia,Nevada,11,23,23,No,255,1747,10,-84.3319,33.8241,-115.1672,36.1349
Detroit,Washington,Silver,63,Male,1,2012,10,-0.4286,Business travel,0,0,244,Eco,20,3/20/14,EV,FlyFast Airways Inc.,Virginia,Michigan,12,28,24,No,74,383,6,-77.1897,38.8974,-83.2276,42.49
Salt Lake City,Los Angeles,Blue,38,Female,1,2010,28,-0.8667,Business travel,2,0,15,Eco,5,01-05-14,DL,Sigma Airlines Inc.,California,Utah,6,0,0,No,90,590,6,-118.1043,33.9827,-111.9295,40.6408
Salt Lake City,Portland,Blue,54,Male,1,2009,26,-0.5294,Mileage tickets,0,60,105,Eco,23,1/23/14,DL,Sigma Airlines Inc.,Oregon,Utah,13,34,41,No,92,630,8,-122.6511,45.5204,-111.9295,40.6408
Columbus,Chicago,Blue,48,Female,1,2008,16,-0.1034,Business travel,2,0,75,Eco,15,3/15/14,EV,FlyFast Airways Inc.,Illinois,Ohio,13,0,0,No,43,296,6,-87.8954,41.8271,-82.9685,40.0212
Dallas,Austin,Blue,41,Female,2,2005,0,1,Personal Travel,2,260,80,Eco,19,2/19/14,WN,Cheapseats Airlines Inc.,Texas,Texas,14,13,11,No,45,189,3,-97.7615,30.3585,-96.972,32.8127
St. Louis,Charlotte,Blue,36,Male,1,2007,17,0.15,Business travel,2,60,120,Eco,26,3/26/14,US,Southeast Airlines Co.,North Carolina,Missouri,14,0,0,No,97,575,9,-80.8158,35.2497,-90.3409,38.6307
New Orleans,Detroit,Blue,53,Male,2,2009,44,-0.6296,Business travel,3,0,45,Eco,5,02-05-14,DL,Sigma Airlines Inc.,Michigan,Louisiana,15,26,44,No,147,926,7,-83.2276,42.49,-90.1437,29.9547
St. Louis,Chicago,Silver,26,Male,2,2011,17,-0.7,Business travel,0,10,30,Eco,13,2/13/14,WN,Cheapseats Airlines Inc.,Illinois,Missouri,13,6,0,No,46,251,9,-87.8954,41.8271,-90.3409,38.6307
Austin,Phoenix,Blue,57,Male,1,2004,18,-0.3846,Business travel,0,0,150,Eco Plus,9,01-09-14,WN,Cheapseats Airlines Inc.,Arizona,Texas,10,0,0,No,105,872,9,-111.97,33.4941,-97.7615,30.3585
Chicago,New Orleans,Silver,29,Male,2,2010,38,-0.9,Business travel,2,15,30,Eco,3,02-03-14,OU,Oursin Airlines Inc.,Louisiana,Illinois,7,0,0,No,115,837,7,-90.1437,29.9547,-87.8954,41.8271
Phoenix,Philadelphia,Silver,58,Female,1,2010,10,-0.0526,Business travel,0,15,0,Eco Plus,8,01-08-14,US,Southeast Airlines Co.,Pennsylvania,Arizona,15,0,0,No,287,2075,8,-75.2984,39.9733,-111.97,33.4941
New York,Atlanta,Blue,29,Female,1,2006,2,0.5556,Business travel,2,70,40,Business,31,3/31/14,FL,FlyHere Airways,Georgia,New York,11,27,49,No,120,762,7,-84.3319,33.8241,-73.9702,40.7184
San Antonio,Orlando,Blue,52,Male,1,2012,18,-0.3846,Business travel,2,0,90,Eco,29,3/29/14,WN,Cheapseats Airlines Inc.,Florida,Texas,12,180,174,No,170,1041,5,-81.4112,28.5844,-98.4754,29.5144
Columbia,New York,Silver,55,Male,2,2003,17,-0.619,Mileage tickets,0,30,30,Eco,26,2/26/14,EV,FlyFast Airways Inc.,New York,South Carolina,19,0,0,No,103,617,7,-73.9702,40.7184,-81.0772,34.0362
Seattle,San Francisco,Blue,18,Female,2,2007,9,-0.125,Business travel,1,45,50,Eco,29,1/29/14,OU,Oursin Airlines Inc.,California,Washington,7,0,2,No,98,679,10,-122.1585,37.6712,-122.2747,47.4684
Philadelphia,New Orleans,Blue,57,Male,1,2007,64,-0.8551,Personal Travel,0,0,45,Eco,1,02-01-14,US,Southeast Airlines Co.,Louisiana,Pennsylvania,13,0,0,No,130,1089,4,-90.1437,29.9547,-75.2984,39.9733
Corpus Christi,Houston,Silver,27,Male,2,2010,10,0.3548,Business travel,2,0,80,Eco,10,03-10-14,WN,Cheapseats Airlines Inc.,Texas,Texas,10,0,0,No,36,187,8,-95.3935,29.7843,-97.4126,27.7453
Detroit,New York,Blue,16,Female,1,2003,26,-0.9259,Personal Travel,2,0,30,Eco,12,03-12-14,DL,Sigma Airlines Inc.,New York,Michigan,11,0,37,No,126,502,3,-73.9702,40.7184,-83.2276,42.49
Philadelphia,Tampa,Silver,44,Female,1,2006,16,0.1351,Personal Travel,1,0,60,Eco,22,3/22/14,WN,Cheapseats Airlines Inc.,Florida,Pennsylvania,18,9,1,No,121,920,9,-82.5132,28.0062,-75.2984,39.9733
Milwaukee,Tampa,Blue,44,Female,2,2003,7,-0.75,Personal Travel,0,0,105,Eco,1,03-01-14,WN,Cheapseats Airlines Inc.,Florida,Wisconsin,19,54,37,No,150,1075,5,-82.5132,28.0062,-88.1005,43.0557
Los Angeles,Las Vegas,Silver,28,Female,1,2005,14,-0.4,Business travel,0,20,30,Eco Plus,10,01-10-14,OO,Northwest Business Airlines Inc.,Nevada,California,13,0,0,No,44,236,8,-115.1672,36.1349,-118.1043,33.9827
New York,Charleston,Blue,54,Male,1,2003,13,-0.1304,Business travel,0,15,90,Eco,6,01-06-14,B6,OnlyJets Airlines Inc.,South Carolina,New York,10,164,171,No,92,636,7,-80.0155,32.9023,-73.9702,40.7184
Houston,Mobile,Blue,75,Male,1,2004,68,-0.7436,Business travel,0,0,75,Eco,17,2/17/14,EV,FlyFast Airways Inc.,Alabama,Texas,7,5,0,No,72,427,5,-88.1635,30.6674,-95.3935,29.7843
Oklahoma City,Dallas,Gold,33,Female,2,2007,20,-0.4286,Business travel,2,360,15,Eco,2,02-02-14,WN,Cheapseats Airlines Inc.,Texas,Oklahoma,9,5,17,No,50,181,7,-96.972,32.8127,-97.5243,35.5048
Killeen,Atlanta,Silver,46,Female,1,2007,11,0.4054,Business travel,3,5,115,Eco Plus,16,2/16/14,EV,FlyFast Airways Inc.,Georgia,Texas,10,15,0,No,116,803,9,-84.3319,33.8241,-97.7516,31.0946
Houston,Knoxville,Blue,17,Female,1,2006,6,0.4783,Business travel,2,0,90,Eco Plus,1,01-01-14,EV,FlyFast Airways Inc.,Tennessee,Texas,19,189,184,No,122,771,4,-84.0244,35.9168,-95.3935,29.7843
San Francisco,San Diego,Blue,40,Male,1,2009,51,-0.6721,Business travel,1,45,90,Eco,3,03-03-14,VX,Cool&Young Airlines Inc.,California,California,12,0,0,No,71,447,10,-117.1288,32.9287,-122.1585,37.6712
Seattle,Phoenix,Blue,50,Male,1,2005,8,-0.2308,Business travel,2,0,0,Eco Plus,16,2/16/14,US,Southeast Airlines Co.,Arizona,Washington,14,2,17,No,174,1107,9,-111.97,33.4941,-122.2747,47.4684
Monroe,Atlanta,Blue,26,Female,2,2006,4,0.7241,Business travel,2,60,30,Eco,6,01-06-14,EV,FlyFast Airways Inc.,Georgia,Louisiana,10,0,0,No,84,448,5,-84.3319,33.8241,-92.1172,32.521
Richmond,Atlanta,Gold,65,Female,1,2003,18,-0.3333,Personal Travel,0,100,150,Eco,2,02-02-14,DL,Sigma Airlines Inc.,Georgia,Virginia,15,0,0,No,61,481,4,-84.3319,33.8241,-77.488,37.4779
Baltimore,Indianapolis,Blue,35,Male,0,2008,20,0.0909,Business travel,2,10,60,Eco,4,01-04-14,WN,Cheapseats Airlines Inc.,Indiana,Maryland,7,20,18,No,67,516,10,-86.1455,39.8113,-76.6478,39.2341
Tampa,Buffalo,Blue,25,Female,1,2004,13,-0.7333,Business travel,0,0,60,Eco Plus,10,01-10-14,WN,Cheapseats Airlines Inc.,New York,Florida,9,13,3,No,145,1053,10,-78.8237,42.9249,-82.5132,28.0062
Austin,Phoenix,Platinum,60,Female,1,2010,0,1,Business travel,1,10,30,Eco,7,03-07-14,WN,Cheapseats Airlines Inc.,Arizona,Texas,14,8,0,No,105,872,9,-111.97,33.4941,-97.7615,30.3585
Philadelphia,San Diego,Blue,16,Female,2,2003,35,-0.5556,Personal Travel,3,0,0,Eco,1,03-01-14,US,Southeast Airlines Co.,California,Pennsylvania,6,1,0,No,247,2370,3,-117.1288,32.9287,-75.2984,39.9733
Miami,Washington,Blue,74,Male,1,2005,43,-0.6226,Personal Travel,0,0,30,Eco Plus,14,2/14/14,AA,Paul Smith Airlines Inc.,Virginia,Florida,20,36,34,No,143,919,4,-77.1897,38.8974,-80.2314,26.1756
Los Angeles,San Antonio,Blue,79,Female,1,2007,25,-0.4286,Personal Travel,0,20,50,Eco,12,01-12-14,OO,Northwest Business Airlines Inc.,Texas,California,20,13,16,No,170,1211,2,-98.4754,29.5144,-118.1043,33.9827
New Orleans,Philadelphia,Blue,28,Female,1,2004,10,0,Business travel,1,5,0,Eco,12,01-12-14,US,Southeast Airlines Co.,Pennsylvania,Louisiana,18,0,0,No,159,1089,8,-75.2984,39.9733,-90.1437,29.9547
Detroit,New York,Blue,42,Female,1,2005,9,-0.125,Business travel,0,0,70,Eco,23,1/23/14,DL,Sigma Airlines Inc.,New York,Michigan,18,12,0,No,83,502,8,-73.9702,40.7184,-83.2276,42.49
Detroit,Pittsburgh,Silver,47,Male,1,2012,14,0.0345,Business travel,2,0,95,Eco,31,3/31/14,DL,Sigma Airlines Inc.,Pennsylvania,Michigan,6,0,0,No,36,201,10,-79.951,40.457,-83.2276,42.49
Tampa,Baltimore,Silver,46,Female,1,2005,16,-0.3333,Business travel,0,15,15,Eco,12,03-12-14,WN,Cheapseats Airlines Inc.,Maryland,Florida,15,0,10,No,127,842,6,-76.6478,39.2341,-82.5132,28.0062
San Antonio,Phoenix,Blue,32,Female,2,2012,17,0.0286,Business travel,1,90,90,Eco,29,3/29/14,OO,Northwest Business Airlines Inc.,Arizona,Texas,21,0,0,No,102,843,9,-111.97,33.4941,-98.4754,29.5144
Columbus,Los Angeles,Silver,29,Female,1,2010,0,1,Business travel,2,0,40,Eco,4,03-04-14,AA,Paul Smith Airlines Inc.,California,Ohio,10,39,26,No,226,1995,9,-118.1043,33.9827,-82.9685,40.0212
Detroit,Las Vegas,Silver,24,Male,1,2006,58,-0.7576,Business travel,0,1,40,Eco,21,3/21/14,DL,Sigma Airlines Inc.,Nevada,Michigan,13,10,0,No,198,1749,9,-115.1672,36.1349,-83.2276,42.49
Houston,Aspen,Silver,25,Male,1,2006,19,-0.6522,Mileage tickets,0,0,180,Eco Plus,28,3/28/14,OO,Northwest Business Airlines Inc.,Colorado,Texas,11,0,0,No,124,913,8,-106.8403,39.1993,-95.3935,29.7843
Atlanta,New Orleans,Silver,46,Male,1,2003,18,-0.5652,Mileage tickets,2,0,60,Eco,13,3/13/14,DL,Sigma Airlines Inc.,Louisiana,Georgia,13,0,0,No,55,425,10,-90.1437,29.9547,-84.3319,33.8241
Atlanta,Madison,Blue,57,Male,1,2004,24,-0.5,Business travel,0,5,90,Eco,23,1/23/14,DL,Sigma Airlines Inc.,Wisconsin,Georgia,6,0,0,No,97,707,8,-89.4299,43.0874,-84.3319,33.8241
Dallas,Houston,Silver,29,Male,0,2007,23,-0.7692,Business travel,0,0,45,Eco,20,3/20/14,WN,Cheapseats Airlines Inc.,Texas,Texas,15,0,0,No,42,239,9,-95.3935,29.7843,-96.972,32.8127
Reno,San Diego,Silver,30,Female,1,2004,15,0.1176,Personal Travel,3,0,85,Business,12,03-12-14,WN,Cheapseats Airlines Inc.,California,Nevada,6,0,0,No,73,488,10,-117.1288,32.9287,-119.7959,39.5326
Phoenix,San Francisco,Gold,30,Female,1,2010,15,0.1892,Mileage tickets,1,125,85,Eco,7,03-07-14,OO,Northwest Business Airlines Inc.,California,Arizona,14,0,0,No,89,651,10,-122.1585,37.6712,-111.97,33.4941
Denver,El Paso,Silver,54,Female,1,2003,0,1,Business travel,0,0,75,Eco,10,01-10-14,OO,Northwest Business Airlines Inc.,Texas,Colorado,6,0,4,No,94,563,7,-106.389,31.7802,-104.9551,39.7108
Washington,Chicago,Blue,36,Female,2,2012,8,0.36,Business travel,2,60,30,Eco,17,3/17/14,OU,Oursin Airlines Inc.,Illinois,Virginia,14,0,0,No,89,612,8,-87.8954,41.8271,-77.1897,38.8974
Atlanta,Oklahoma City,Blue,80,Female,3,2007,14,-0.5556,Personal Travel,0,0,20,Eco,12,01-12-14,FL,FlyHere Airways,Oklahoma,Georgia,16,0,0,No,92,761,7,-97.5243,35.5048,-84.3319,33.8241
Salt Lake City,Denver,Silver,42,Female,1,2008,3,-0.5,Business travel,0,75,25,Eco,5,01-05-14,OO,Northwest Business Airlines Inc.,Colorado,Utah,8,0,23,No,65,391,7,-104.9551,39.7108,-111.9295,40.6408
St. Louis,Charlotte,Gold,40,Female,1,2011,10,-0.1111,Business travel,2,30,55,Eco,23,1/23/14,US,Southeast Airlines Co.,North Carolina,Missouri,18,0,0,No,100,575,9,-80.8158,35.2497,-90.3409,38.6307
San Francisco,Medford,Gold,63,Female,1,2006,12,-0.8462,Business travel,0,120,60,Eco,15,2/15/14,OO,Northwest Business Airlines Inc.,Oregon,California,10,0,0,No,88,329,10,-122.8442,42.3364,-122.1585,37.6712
Orlando,Denver,Blue,27,Male,2,2009,50,-0.6949,Business travel,0,0,30,Business,29,1/29/14,WN,Cheapseats Airlines Inc.,Colorado,Florida,9,10,5,No,182,1546,9,-104.9551,39.7108,-81.4112,28.5844
Chicago,Orlando,Platinum,41,Female,2,2006,18,-0.2857,Business travel,0,0,90,Business,28,1/28/14,FL,FlyHere Airways,Florida,Illinois,20,0,0,No,141,990,10,-81.4112,28.5844,-87.8954,41.8271
Washington,Atlanta,Blue,30,Female,2,2006,8,0.1579,Mileage tickets,3,0,55,Eco,14,3/14/14,DL,Sigma Airlines Inc.,Georgia,Virginia,9,0,0,No,80,547,9,-84.3319,33.8241,-77.1897,38.8974
Denver,San Francisco,Blue,34,Female,2,2008,18,0.3571,Mileage tickets,4,0,30,Eco,10,02-10-14,WN,Cheapseats Airlines Inc.,California,Colorado,6,0,0,No,127,967,7,-122.1585,37.6712,-104.9551,39.7108
Boston,Phoenix,Blue,67,Female,1,2009,38,-0.5833,Personal Travel,0,0,55,Eco Plus,19,1/19/14,US,Southeast Airlines Co.,Arizona,Massachusetts,13,22,2,No,251,2300,7,-111.97,33.4941,-71.1407,42.3731
San Diego,Phoenix,Blue,42,Female,0,2012,24,-0.7143,Business travel,0,120,40,Business,1,02-01-14,WN,Cheapseats Airlines Inc.,Arizona,California,15,53,43,No,49,304,9,-111.97,33.4941,-117.1288,32.9287
Las Vegas,Seattle,Blue,68,Male,1,2007,62,-0.9683,Business travel,0,5,40,Eco,14,2/14/14,AS,FlyToSun Airlines Inc.,Washington,Nevada,14,0,0,No,122,867,9,-122.2747,47.4684,-115.1672,36.1349
San Juan,Miami,Blue,59,Male,1,2008,35,-0.8421,Personal Travel,0,0,90,Eco,4,01-04-14,AA,Paul Smith Airlines Inc.,Florida,Puerto Rico,9,0,0,No,127,1045,5,-80.2314,26.1756,-66.1162,18.2882
Chicago,New York,Blue,19,Female,1,2010,16,-0.6842,Business travel,1,0,293,Eco,14,1/14/14,AA,Paul Smith Airlines Inc.,New York,Illinois,7,0,0,No,120,733,6,-73.9702,40.7184,-87.8954,41.8271
New York,San Juan,Blue,49,Female,2,2011,25,-0.7241,Personal Travel,1,20,70,Eco,26,3/26/14,B6,OnlyJets Airlines Inc.,Puerto Rico,New York,10,10,19,No,235,1598,10,-66.1162,18.2882,-73.9702,40.7184
New York,Houston,Gold,40,Male,1,2005,10,-0.0526,Business travel,2,0,30,Eco,19,3/19/14,OU,Oursin Airlines Inc.,Texas,New York,10,0,0,No,165,1416,6,-95.3935,29.7843,-73.9702,40.7184
Oklahoma City,Atlanta,Blue,43,Female,1,2010,21,-0.4,Personal Travel,1,45,75,Eco,27,3/27/14,FL,FlyHere Airways,Georgia,Oklahoma,15,0,0,No,113,761,7,-84.3319,33.8241,-97.5243,35.5048
Houston,Detroit,Blue,67,Female,2,2012,8,-0.6,Personal Travel,0,30,5,Eco,10,01-10-14,EV,FlyFast Airways Inc.,Michigan,Texas,17,0,3,No,169,1075,5,-83.2276,42.49,-95.3935,29.7843
Denver,Portland,Blue,30,Female,1,2003,17,-0.0968,Personal Travel,4,120,120,Business,21,3/21/14,F9,GoingNorth Airlines Inc.,Oregon,Colorado,14,0,0,No,124,991,4,-122.6511,45.5204,-104.9551,39.7108
San Diego,Baltimore,Blue,23,Male,3,2006,17,-0.3077,Business travel,0,0,90,Eco,6,03-06-14,WN,Cheapseats Airlines Inc.,Maryland,California,9,0,0,No,316,2295,10,-76.6478,39.2341,-117.1288,32.9287
Chicago,New Orleans,Blue,30,Male,2,2012,22,-0.6923,Business travel,0,0,65,Eco,19,2/19/14,WN,Cheapseats Airlines Inc.,Louisiana,Illinois,9,0,2,No,124,825,8,-90.1437,29.9547,-87.8954,41.8271
Denver,San Francisco,Blue,27,Male,1,2004,11,-0.1579,Business travel,0,0,60,Eco,19,1/19/14,OU,Oursin Airlines Inc.,California,Colorado,11,0,0,No,121,967,9,-122.1585,37.6712,-104.9551,39.7108
Philadelphia,Atlanta,Silver,27,Male,1,2012,19,-0.52,Business travel,0,10,60,Eco,28,2/28/14,DL,Sigma Airlines Inc.,Georgia,Pennsylvania,19,5,0,No,87,666,9,-84.3319,33.8241,-75.2984,39.9733
Austin,Houston,Blue,69,Male,1,2004,54,-0.9636,Business travel,0,0,120,Eco,6,02-06-14,EV,FlyFast Airways Inc.,Texas,Texas,7,59,120,No,30,140,4,-95.3935,29.7843,-97.7615,30.3585
Phoenix,San Francisco,Blue,71,Female,2,2009,29,-0.871,Personal Travel,0,0,50,Eco Plus,21,3/21/14,US,Southeast Airlines Co.,California,Arizona,15,0,0,No,92,651,4,-122.1585,37.6712,-111.97,33.4941
San Francisco,Phoenix,Blue,35,Female,1,2009,39,-0.5294,Business travel,3,0,90,Eco,26,1/26/14,WN,Cheapseats Airlines Inc.,Arizona,California,18,7,1,No,95,651,10,-111.97,33.4941,-122.1585,37.6712
Denver,Missoula,Blue,25,Female,1,2008,11,0.2414,Business travel,1,15,75,Eco,2,01-02-14,OO,Northwest Business Airlines Inc.,Montana,Colorado,8,0,0,No,89,679,9,-114.0342,46.874,-104.9551,39.7108
Washington,Miami,Gold,66,Female,1,2009,48,-0.8113,Business travel,0,0,80,Eco,13,3/13/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,9,0,0,No,123,919,9,-80.2314,26.1756,-77.1897,38.8974
Las Vegas,Minneapolis,Silver,41,Female,1,2010,6,0.5862,Mileage tickets,3,45,150,Eco Plus,24,3/24/14,DL,Sigma Airlines Inc.,Minnesota,Nevada,9,0,0,No,166,1299,9,-93.2798,44.9782,-115.1672,36.1349
Los Angeles,Denver,Silver,46,Male,2,2003,23,-0.5333,Business travel,0,5,60,Eco Plus,25,3/25/14,WN,Cheapseats Airlines Inc.,Colorado,California,8,11,0,No,113,862,10,-104.9551,39.7108,-118.1043,33.9827
Houston,Oklahoma City,Blue,29,Female,2,2005,2,0.5556,Business travel,2,90,150,Eco,6,03-06-14,EV,FlyFast Airways Inc.,Oklahoma,Texas,6,0,0,No,58,395,6,-97.5243,35.5048,-95.3935,29.7843
Phoenix,Orlando,Blue,33,Male,1,2003,17,-0.4167,Business travel,2,0,150,Eco,17,1/17/14,US,Southeast Airlines Co.,Florida,Arizona,11,0,0,No,266,1849,9,-81.4112,28.5844,-111.97,33.4941
San Francisco,Austin,Platinum,48,Male,1,2008,8,0.0588,Business travel,2,0,0,Eco,29,3/29/14,B6,OnlyJets Airlines Inc.,Texas,California,8,73,94,No,243,1504,6,-97.7615,30.3585,-122.1585,37.6712
San Luis Obispo,Phoenix,Silver,44,Female,1,2003,49,-0.661,Business travel,0,0,45,Eco,15,1/15/14,OO,Northwest Business Airlines Inc.,Arizona,California,14,0,0,No,78,509,10,-111.97,33.4941,-120.6655,35.2792
Los Angeles,Denver,Blue,28,Male,1,2010,24,-0.4118,Business travel,0,0,30,Eco,14,3/14/14,WN,Cheapseats Airlines Inc.,Colorado,California,17,22,22,No,111,862,9,-104.9551,39.7108,-118.1043,33.9827
San Francisco,Los Angeles,Blue,63,Female,1,2003,14,-0.1667,Personal Travel,0,0,240,Eco Plus,4,01-04-14,OU,Oursin Airlines Inc.,California,California,8,0,0,No,56,337,6,-118.1043,33.9827,-122.1585,37.6712
Los Angeles,Denver,Blue,17,Male,2,2003,40,-0.8182,Business travel,2,0,15,Eco,1,03-01-14,OU,Oursin Airlines Inc.,Colorado,California,10,0,14,No,135,862,6,-104.9551,39.7108,-118.1043,33.9827
New York,Houston,Blue,44,Female,1,2009,3,0,Business travel,2,60,65,Eco,20,1/20/14,OU,Oursin Airlines Inc.,Texas,New York,16,1,0,No,174,1416,8,-95.3935,29.7843,-73.9702,40.7184
Miami,Los Angeles,Blue,40,Female,1,2004,10,-0.1765,Business travel,2,0,45,Eco,2,03-02-14,AA,Paul Smith Airlines Inc.,California,Florida,22,9,0,No,255,2342,9,-118.1043,33.9827,-80.2314,26.1756
Houston,San Jose,Blue,16,Male,1,2003,42,-0.7872,Mileage tickets,1,0,55,Eco,28,1/28/14,OU,Oursin Airlines Inc.,California,Texas,6,0,0,No,185,1608,9,-121.9451,37.3298,-95.3935,29.7843
Atlanta,Orlando,Blue,34,Female,2,2010,15,0.2105,Mileage tickets,2,25,37,Eco,14,3/14/14,FL,FlyHere Airways,Florida,Georgia,20,0,0,No,66,404,9,-81.4112,28.5844,-84.3319,33.8241
Chicago,Las Vegas,Blue,22,Female,1,2006,23,-0.3143,Business travel,1,70,15,Eco,24,2/24/14,WN,Cheapseats Airlines Inc.,Nevada,Illinois,17,0,0,No,175,1521,9,-115.1672,36.1349,-87.8954,41.8271
Boston,Salt Lake City,Blue,60,Female,2,2008,6,0.25,Personal Travel,0,0,60,Eco,1,03-01-14,DL,Sigma Airlines Inc.,Utah,Massachusetts,17,0,0,No,215,2105,4,-111.9295,40.6408,-71.1407,42.3731
Atlanta,Miami,Blue,37,Male,2,2006,29,-0.9333,Business travel,2,0,120,Eco,7,01-07-14,AA,Paul Smith Airlines Inc.,Florida,Georgia,19,9,15,No,89,594,10,-80.2314,26.1756,-84.3319,33.8241
Austin,Salt Lake City,Blue,41,Male,1,2008,13,-0.4444,Business travel,0,0,90,Eco,9,03-09-14,OO,Northwest Business Airlines Inc.,Utah,Texas,9,0,3,No,148,1086,10,-111.9295,40.6408,-97.7615,30.3585
Atlanta,Chattanooga,Blue,18,Female,1,2008,0,1,Business travel,2,0,45,Eco Plus,20,2/20/14,EV,FlyFast Airways Inc.,Tennessee,Georgia,10,0,0,No,25,106,5,-85.2104,35.0585,-84.3319,33.8241
Phoenix,Austin,Blue,71,Female,1,2011,25,-0.4286,Personal Travel,0,75,150,Eco Plus,2,02-02-14,WN,Cheapseats Airlines Inc.,Texas,Arizona,13,5,2,No,135,872,5,-97.7615,30.3585,-111.97,33.4941
Charlotte,New York,Blue,27,Female,1,2005,8,0.4286,Personal Travel,3,40,30,Eco,11,01-11-14,US,Southeast Airlines Co.,New York,North Carolina,18,31,24,No,100,541,3,-73.9702,40.7184,-80.8158,35.2497
Orlando,Grand Rapids,Blue,74,Female,1,2003,30,-0.5789,Personal Travel,0,0,15,Eco,22,3/22/14,WN,Cheapseats Airlines Inc.,Michigan,Florida,6,0,0,No,129,1024,7,-85.6686,42.9429,-81.4112,28.5844
New York,Phoenix,Blue,78,Female,1,2012,42,-0.75,Personal Travel,0,30,105,Eco,27,3/27/14,US,Southeast Airlines Co.,Arizona,New York,15,0,0,No,247,2153,4,-111.97,33.4941,-73.9702,40.7184
San Juan,Detroit,Blue,41,Female,1,2006,6,-0.3333,Business travel,0,0,203,Eco,22,2/22/14,DL,Sigma Airlines Inc.,Michigan,Puerto Rico,8,24,33,No,246,1930,9,-83.2276,42.49,-66.1162,18.2882
Boston,San Juan,Blue,78,Female,1,2006,23,-0.5333,Personal Travel,0,0,190,Eco,1,01-01-14,B6,OnlyJets Airlines Inc.,Puerto Rico,Massachusetts,13,70,58,No,226,1674,3,-66.1162,18.2882,-71.1407,42.3731
Baltimore,Pittsburgh,Platinum,35,Male,1,2008,53,-0.9273,Business travel,0,0,45,Eco,27,1/27/14,WN,Cheapseats Airlines Inc.,Pennsylvania,Maryland,6,0,0,No,40,210,9,-79.951,40.457,-76.6478,39.2341
Las Vegas,Seattle,Silver,46,Female,1,2006,25,-0.5625,Business travel,0,0,100,Eco,27,3/27/14,OO,Northwest Business Airlines Inc.,Washington,Nevada,12,3,0,No,112,867,10,-122.2747,47.4684,-115.1672,36.1349
Minneapolis,Charlotte,Blue,80,Male,1,2008,45,-0.7647,Personal Travel,0,0,95,Eco,5,01-05-14,US,Southeast Airlines Co.,North Carolina,Minnesota,19,3,18,No,129,930,4,-80.8158,35.2497,-93.2798,44.9782
Denver,St. George,Blue,47,Male,2,2006,35,-0.5556,Business travel,3,1,45,Eco,1,03-01-14,OO,Northwest Business Airlines Inc.,Utah,Colorado,13,66,69,No,67,517,9,-113.5674,37.1056,-104.9551,39.7108
Chicago,Orlando,Blue,32,Male,2,2003,38,0.0256,Business travel,1,0,10,Eco,1,02-01-14,AA,Paul Smith Airlines Inc.,Florida,Illinois,19,54,35,No,137,1005,6,-81.4112,28.5844,-87.8954,41.8271
New Orleans,Denver,Silver,32,Male,2,2012,16,-0.6842,Business travel,0,0,120,Eco,7,02-07-14,OU,Oursin Airlines Inc.,Colorado,Louisiana,10,3,4,No,133,1062,10,-104.9551,39.7108,-90.1437,29.9547
Denver,Albuquerque,Silver,40,Female,0,2011,13,0.037,Business travel,3,0,255,Eco,23,3/23/14,WN,Cheapseats Airlines Inc.,New Mexico,Colorado,8,0,0,No,54,349,9,-106.6281,35.1434,-104.9551,39.7108
Dallas,Kansas City,Silver,46,Female,1,2009,8,0.3333,Business travel,1,0,84,Eco,17,1/17/14,WN,Cheapseats Airlines Inc.,Missouri,Texas,6,0,0,No,66,460,10,-94.5949,39.0398,-96.972,32.8127
Peoria,Detroit,Blue,21,Female,2,2007,1,0.7778,Business travel,0,0,10,Eco Plus,12,02-12-14,EV,FlyFast Airways Inc.,Michigan,Illinois,20,8,0,No,55,346,4,-83.2276,42.49,-89.5853,40.7018
Portland,Los Angeles,Silver,73,Male,1,2006,35,-0.7949,Personal Travel,0,5,50,Business,31,3/31/14,AS,FlyToSun Airlines Inc.,California,Oregon,18,1,1,No,112,834,9,-118.1043,33.9827,-122.6511,45.5204
